source_id,clip_id,split,titulo,spk,existing_text,source_url,source_video_id,start_time,end_time,expected_duration,extracted_duration,alignment_method,alignment_score,alignment_confidence,large_full_segment_text,turbo_full_segment_text,clip_audio_path,clip_video_path,status,notes
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0010,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,bueno si esta bien yo siempre que digo algo lo cumplo,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,97.38,99.35,3.36,1.97,youtube_auto_subs_fuzzy_ordered,61.98,low,bien yo siempre que digo al 1 cumple lo,,,,needs_review,subtitle_raw_score=66.12; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0011,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,lo miro a amilcar y bueno nos vamos a brasil bueno nos vamos a brasil ya arranco como la mierda estabamos en los de amilcar claro cuando vimos todo eso todo empezo,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,99.36,106.58,7.4,7.22,youtube_auto_subs_fuzzy_ordered,63.99,low,miro a mi y ahora si ya arranco como la estabamos en la dominical claro cuando vimos todo eso todo empezando a,,,,needs_review,subtitle_raw_score=64.23; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0012,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,empezamos a buscar pasaje empezamos a buscar pasaje que si que no vamos a brasil que no vamos a brasil que esto que lo otro bueno no vamos a brasil,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,106.59,111.77,4.96,5.18,youtube_auto_subs_fuzzy_ordered,70.39,medium,buscar pasaje empezamos a pasajes que si que no vamos a brasil que no va a decir que toquen otro bueno ahora si bueno,,,,needs_review,subtitle_raw_score=70.83; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0013,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,bueno empezamos a sacar cuentas no vamos a comprar el aereo bueno cuando digo no ya esta todo agotado no hay nada no hay nada para para para irnos,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,111.78,119.63,9.2,7.85,youtube_auto_subs_fuzzy_ordered,79.25,medium,empezamos sacar cuentas no va a comprar el a ello bueno cuando uno ya esta todo agotado no hay nada no hay nada para,,,,needs_review,subtitle_raw_score=80.72; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0014,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,aparece la hermana de amilcar y dice encontre un vuelo nos manda el link yo como un pelotudo agarro ni mire,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,119.64,127.19,6.72,7.55,youtube_auto_subs_fuzzy_ordered,69.23,medium,para ir nos aparece la hermanada mica dice encontre un cuello nos manda el link yo como un agarro boda ni,,,,needs_review,subtitle_raw_score=70.47; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0015,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,ponele que el partido era miercoles 24 y el lunes podiamos volar entonces era el lunes 22,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,127.2,135.86,7.2,8.66,youtube_auto_subs_fuzzy_ordered,69.71,medium,mire ponerle que el partido era miercoles 24 y es y el lunes podriamos volar no sera el lunes 22 un idioma arte,,,,needs_review,subtitle_raw_score=71.74; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0016,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,lunes 22 martes 23 martes 23 miercoles 24 lunes 22 entonces buscamos para sacar el lunes 22 miro asi lunes 22 voy compro el pasaje,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,135.87,142.1,6.88,6.23,youtube_auto_subs_fuzzy_ordered,61.73,low,de titeres miercoles 24 el lunes 22 entonces buscamos por la sal euro y dios miro asi luna 22 vol compro el pasaje un,,,,needs_review,subtitle_raw_score=62.67; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0017,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,pum termino el pasaje era ponele nosotros estabamos jugando el mundial no me acuerdo fue en junio ponele,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,142.11,147.65,4.76,5.54,youtube_auto_subs_fuzzy_ordered,60.51,low,termino para el pasaje era exponerle nosotros damos cuando el mundo nos acuerdo de junio poner el pasaje era el,,,,needs_review,subtitle_raw_score=62.15; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0018,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,el pasaje era el lunes 22 de octubre,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,,,3.8,,youtube_auto_subs_fuzzy_ordered,45.83,none,,,,,blocked_alignment_failed,subtitle_raw_score=46.86; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0019,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,cuando me llega la notificacion de que compre un pasaje boludo compre un pasaje en octubre,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,147.66,155.27,4.6,7.61,youtube_auto_subs_fuzzy_ordered,68.32,medium,lunes 22 de octubre cuando me llega la notificacion de que compro un pasaje y luego compro un pasaje en octubre todos,,,,needs_review,subtitle_raw_score=74.86; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0020,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,todos cagandose de risa sos un pelotudo y luciano hablando luciano me miraba y me decia lulo el de la anecdota me decia oh brasil temporada baja hermoso,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,155.28,164.42,9.92,9.14,youtube_auto_subs_fuzzy_ordered,67.08,medium,quedandose de risa sos un jajajaja y luciano hablando ya no me mira vivencia el 1 el de la anecdota o sea o brazil temporada baja hermoso,,,,needs_review,subtitle_raw_score=67.87; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0021,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,vos sos pelotudo luciano y yo lulo luciano le digo hermoso las pelotas boludo acabo de comprar me acabo de meter no se cuantos miles de pesos en el orto boludo,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,164.43,172.91,7.52,8.48,youtube_auto_subs_fuzzy_ordered,62.66,low,muchos lucia medio hermoso la espera esta boludo acabo de comprar me acabo de meter no se cuantos miles del peso en el boludo no brasil en,,,,needs_review,subtitle_raw_score=63.94; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0022,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,no brasil en temporada baja hermoso vos sos un tarado le digo ahora que mierda hago en el pasaje no me van a devolver la plata,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,,,5.68,,youtube_auto_subs_fuzzy_ordered,35.69,none,,,,,blocked_alignment_failed,subtitle_raw_score=36.43; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0023,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,hermoso en temporada baja anda la concha de tu madre luciano y vos sos un tarado,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,174.8,180.73,3.52,5.93,youtube_auto_subs_fuzzy_ordered,53.36,low,que de la plata hermoso temporada baja manda la concha de tu madre sean,,,,needs_review,subtitle_raw_score=60.21; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0024,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,bueno a todo esto todos cagandose de risa de que ya habia gastado 15000 20000 pesos al pedo,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,180.74,187.06,4.44,6.32,youtube_auto_subs_fuzzy_ordered,59.68,low,amigos un bueno a todo esto toscano sonrisas que ya habia gastado 15 mil 20 mil pesos al pedo ya empece a,,,,needs_review,subtitle_raw_score=63.91; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0025,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,ya empece a hacer el reclamo denuncie que la tarjeta la habia perdido que me hicieron el pitching no se que mierda,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,187.07,193.12,6.08,6.05,youtube_auto_subs_fuzzy_ordered,71.14,medium,hacer el reclamo de en un cic y la tarjeta le habia pedido que me hicieron el phishing no se que la,,,,needs_review,subtitle_raw_score=71.19; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0026,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,cagando la puteada a la hermana de amilcar le digo veronica como me vas a mandar un link de un pasaje en octubre cuando te doblan junio,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,193.13,198.79,5.8,5.66,youtube_auto_subs_fuzzy_ordered,70.35,medium,de la hermana de america ligo veronica como mas a mandar un link de un pasaje en octubre al doblar junio bueno,,,,needs_review,subtitle_raw_score=70.59; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0027,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,bueno cuestion que claro no terminaba mas todos burlandose bueno tenian razon era un pelotudo,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,198.8,204.1,6.32,5.3,youtube_auto_subs_fuzzy_ordered,78.78,medium,cuestion que claro no nos terminaba mas todos burlandose bueno tenian razon es,,,,needs_review,subtitle_raw_score=80.39; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0028,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,cuestion que agarro y me dice bueno vamos en auto,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,204.11,209.11,3.52,5.0,youtube_auto_subs_fuzzy_ordered,60.5,low,un cuestion que agarro y me hice bueno con un auto yo tenia el gol,,,,needs_review,subtitle_raw_score=64.7; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0029,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,yo tenia el goltren amigo le digo yo esta todo bien pero en el goltren no llegamos ni a palo o sea y re incomodo,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,209.12,214.99,7.68,5.87,youtube_auto_subs_fuzzy_ordered,65.02,medium,trend a mi olio yo esta todo bien pero en el gol tren no llegamos ni a palos y,,,,needs_review,subtitle_raw_score=67.38; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0030,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,hacemos 10 horas de viaje y tenemos que operar de la columna a la mitad del auto,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,215.0,220.75,5.72,5.75,youtube_auto_subs_fuzzy_ordered,71.54,medium,era incomodo hacemos hacemos 10 horas de viaje y tenemos que operar de la columna,,,,needs_review,subtitle_raw_score=71.59; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0031,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,o sea no podemos ir a rio de janeiro en un goltren bueno dice discutiendo en cual vamos bueno a ver quien se sube,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,223.25,229.42,6.2,6.17,youtube_auto_subs_fuzzy_ordered,76.85,medium,ir a rio de janeiro en un gol tren bueno dice nada discutiendo en cual vamos bueno a ver quien se sube eramos amilcar,,,,needs_review,subtitle_raw_score=76.9; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0032,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,eramos amilcar luciano juancito y yo,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,229.43,233.02,3.2,3.59,youtube_auto_subs_fuzzy_ordered,53.52,low,luciano juancito y yo vamos 4 bueno,,,,needs_review,subtitle_raw_score=54.74; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0033,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,vamos cuatro bueno listo vamos cuatro faltando un dia se baja amilcar,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,233.03,236.04,5.52,3.01,youtube_auto_subs_fuzzy_ordered,62.09,low,listo vamos 4 faltando un dia se baja,,,,needs_review,subtitle_raw_score=66.64; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0034,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,no que no se digo mira amilcar yo ya me pedi el dia en el trabajo boludo tenemos que ir,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,,,4.52,,youtube_auto_subs_fuzzy_ordered,45.85,none,,,,,blocked_alignment_failed,subtitle_raw_score=46.16; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0035,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,no que no se que porque mi papa dice que no se que esto que lo ha hecho anda la concha de tu madre,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,240.44,247.51,4.92,7.07,youtube_auto_subs_fuzzy_ordered,62.91,low,nos tenemos que ir pero se que porque mi papa dice que no se que toque las bandas la concha de tu madre esta bien eramos,,,,needs_review,subtitle_raw_score=67.28; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0036,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,esta bien eramos tres economicamente era inviable porque estabamos,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,247.52,253.09,5.08,5.57,youtube_auto_subs_fuzzy_ordered,57.9,low,tres economicamente era era inviable porque estamos llevamos cuatro dividido,,,,needs_review,subtitle_raw_score=58.86; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0037,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,si ibamos cuatro dividiamos entre todos era menos plata entre nafta y demas,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,,,3.76,,youtube_auto_subs_fuzzy_ordered,47.52,none,,,,,blocked_alignment_failed,subtitle_raw_score=52.6; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0038,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,juancito dice yo pongo el auto juancito tiene un 580 auto muy lindo para que anden dos personas porque es como un smart,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,254.96,261.1,6.04,6.14,youtube_auto_subs_fuzzy_ordered,89.18,high,llaman juancito dice yo pongo el auto juancito tiene un 580 auto muy lindo para que anden dos personas porque es,,,,needs_review,subtitle_raw_score=89.35; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0040,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,ponele esta es la butaca de una la butaca de un auto normal la butaca del 580,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,265.64,269.92,3.92,4.28,youtube_auto_subs_fuzzy_ordered,52.99,low,que va atras del cinquecento poner esta la butaca de una flauta con auto normal,,,,needs_review,subtitle_raw_score=53.91; pending_clip_extraction_asr_gpt
f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0041,train,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,f01,o sea esta es la butaca del 580 y esta es la postura en la que vos vas asi,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,,,3.92,,youtube_auto_subs_fuzzy_ordered,39.16,none,,,,,blocked_alignment_failed,subtitle_raw_score=39.93; pending_clip_extraction_asr_gpt
