source_id,spk,titulo,clip_count,example_clips,n_frames_min,n_frames_mean,n_frames_max,text_examples,candidate_url,candidate_video_id,candidate_title,candidate_channel,candidate_duration,match_method,match_score,match_confidence,has_youtube_subs,has_youtube_auto_subs,source_status,notes
f11__Entrevista_completa_por_mi_libro_Franco_con_Diego,f11,Entrevista completa por mi libro Franco con Diego,295,clip_0015|clip_0019|clip_0020|clip_0021|clip_0024,79,137.06,385,ahi esta francisco yo lo he llevado millones de veces ahi pero bueno que se yo || una mezcla digo yo no pero un dia creo que en la pandemia dije || voy a escribir mi vision de quien fue papa,https://www.youtube.com/watch?v=EKVYAG_I44g,EKVYAG_I44g,"Entrevista completa por mi libro ""Franco"" con Diego Sehinkman",Mauricio Macri,3639,ytsearch_title,90.74,high,false,true,mapped_high,"mapping_index=11; subtitles=; auto_subs=aa,ab,af,ak,am"
f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,f12,"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y",360,clip_0000|clip_0001|clip_0003|clip_0004|clip_0005,79,106.18,849,hola a todos mi nombre es pablo agustin y si estas suscripto eso esta muy bien y si sos miembro mucho mejor || en el dia de hoy tenemos noticias siiii yey || lo vamos a tratar al final porque ya venimos de semanas estamos o sea tenemos que levantar y las noticias estan muy dificiles,https://www.youtube.com/watch?v=VpCoTQ9073o,VpCoTQ9073o,"GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y MÁS",PabloAgustin,1731,ytsearch_title,95.83,high,false,true,mapped_high,"mapping_index=12; subtitles=; auto_subs=aa,ab,af,ak,am"
f13__JULI_POGGIO_EN_FERN_CON_GREGO,f13,JULI POGGIO EN FERNÉ CON GREGO,556,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,79,121.17,270,trabaje muchisimo en flores en avellaneda te juro que yo era la reina de avellaneda || en serio me encanta es una persona con la cual es muy dificil pelear || ah si por que te lo digo como hermana porque es esa gente que te dice tipo dale dale buenisimo si,https://www.youtube.com/watch?v=1zF5z-CjewQ,1zF5z-CjewQ,JULI POGGIO EN FERNÉ CON GREGO,Grego Rossello,3360,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=13; subtitles=; auto_subs=aa,ab,af,ak,am"
f14__LA_CHABONA_X_RAMI_BILBAO_DIVAS_DIARY_ABITARE_10,f14,LA CHABONA X RAMI BILBAO  DIVAS DIARY  ABITARE  10,26,clip_0066|clip_0072|clip_0094|clip_0148|clip_0150,82,119.65,167,me entendes por eso a raiz de todas las cicatrices ah por eso las cicatrices sabe || sentiste mucha culpa te sentiste culpable por haber perdido no culpable yo no || claro iba a ser reluchador claro iba a ser reluchador pero bueno insistio hasta donde pudo,https://www.youtube.com/watch?v=FX1Qc3qiMpQ,FX1Qc3qiMpQ,LA CHABONA X RAMI BILBAO | DIVAS DIARY | ABITARE | 10-12-25,Abitare,2817,ytsearch_title,94.0,high,false,true,mapped_high,"mapping_index=14; subtitles=; auto_subs=aa,ab,af,ak,am"
f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,116,clip_0001|clip_0002|clip_0003|clip_0004|clip_0005,80,142.91,307,ok estamos en vivo acabo de subir un video nuevo a mi canal de youtube sobre el curupi || es un mito paraguayo lo deberian ver || pero bueno creo que estamos con 7 dias seguidos haciendo lives,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,Dustin Luke,713,ytsearch_title,100.0,high,true,true,mapped_high,"mapping_index=15; subtitles=live_chat; auto_subs=aa,ab,af,ak,am"
f16__LO_MALO_DE_EE.UU_Lucas_Spadafora,f16,LO MALO DE EE.UU  Lucas Spadafora,2,clip_0039|clip_0042,42,150,258,bueno gente hasta aca llego el video espero que les haya gustado si es asi deja un like y suscribete que ayuda muchisimo para seguir creciendo en este gran gran circulo mamario mamario como || espero que les haya gustado,https://www.youtube.com/watch?v=7p0QYwmiuTQ,7p0QYwmiuTQ,LO MALO DE EE.UU || Lucas Spadafora,Lucas Spadafora,436,ytsearch_title,100.0,high,false,false,mapped_high,mapping_index=16; subtitles=; auto_subs=
f17__La_PRIMERA_VEZ_que_fui_a_un_TEL0_-_ANECDOTA_Tomas,f17,La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas,46,clip_0002|clip_0004|clip_0006|clip_0007|clip_0009,80,189.48,265,la primera vez que fui a un telo amigos fue en año nuevo de 2019 el año nuevo que es para 2020 || ya me la vio me pongo nervioso me pongo nervioso con mis amigos habiamos arreglado de ir a una joda la joda era en palermo yo antes de ir a la joda yo estaba con una buena chica por instagram estaba re || como que yo la queria ver y la mina iba a una plaza y yo queria ir a esa plaza pero que pasa mis amigos querian ir a la joda mia yo no queria ir a la joda yo queria ir con la mina porque queria estar con la mina,https://www.youtube.com/watch?v=tZoSfWiOffk,tZoSfWiOffk,La PRIMERA VEZ que fui a un TEL0 - ANECDOTA Tomas Mazza,Mazzatomas,767,ytsearch_title,94.0,high,false,true,mapped_high,"mapping_index=17; subtitles=; auto_subs=aa,ab,af,ak,am"
f18__Las_y_los_estudiantes_al_frente_-_Entrevista_a_la,f18,Las y los estudiantes al frente - Entrevista a la,257,clip_0001|clip_0002|clip_0003|clip_0004|clip_0005,79,126.75,933,que es la educacion secundaria gracias la primera pregunta es si tu familia esta o estaba de acuerdo con tu transicion || bien hermosa pregunta en estas situaciones de transiciones es muy dificil contar con el apoyo familiar || por ese motivo es que muchas chicas chicos y chiques que transitan esta situacion,https://www.youtube.com/watch?v=ai0ICVOsXlI,ai0ICVOsXlI,"""Las y los estudiantes al frente"" - Entrevista a la docente Cristal Farias",BAeducación,1447,ytsearch_title,80.34,medium,false,true,mapped_medium,"mapping_index=18; subtitles=; auto_subs=aa,ab,af,ak,am"
f19__Los_COCINEROS_de_TELEVISI_N_revelan_sus_SECRETOS_e,f19,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,99,clip_0004|clip_0005|clip_0007|clip_0008|clip_0009,79,125.85,300,y tambien mucho rating vamos a escucharlos y a verlos || llegan a profesiones argentinas los cocineros de la tele || como se hace la comida no todos los cocineros de la tele saben cocinar muchas veces pasa que das bien en camara,https://www.youtube.com/watch?v=Vpf_PHhFgiw,Vpf_PHhFgiw,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS en Profesiones Argentinas - Telefe Noticias,Telefe Noticias,1034,ytsearch_title,71.43,medium,false,true,mapped_medium,"mapping_index=19; subtitles=; auto_subs=aa,ab,af,ak,am"
f20__Los_lujos_de_L-Gante_y_qu_aprendi_cuando_estuvo,f20,Los lujos de L-Gante y qué aprendió cuando estuvo,155,clip_0002|clip_0010|clip_0011|clip_0013|clip_0014,79,149.38,437,le vas a poner un kiosco pero en el que hay 24 horas || claro pero vos pensa que foneticamente que haces elegante || suena medio no tan personal yo digo elegante que lo que cuando pienso en modos digo elegante que lo que se me va a contar,https://www.youtube.com/watch?v=46NwYqnl7MQ,46NwYqnl7MQ,Los lujos de L-Gante y qué aprendió cuando estuvo preso | #CasinoResort | EP. 24,Infobae,2007,ytsearch_title,79.67,medium,false,true,mapped_medium,"mapping_index=20; subtitles=; auto_subs=aa,ab,af,ak,am"
f21__MAGNETTO_se_BURLA_de_ADORNI_ESTA_SEMANA_EN_SPRING,f21,MAGNETTO se BURLA de ADORNI  ESTA SEMANA EN SPRING,106,clip_0002|clip_0003|clip_0004|clip_0005|clip_0006,79,129.67,281,si alguno llega a este envio semanal sin haber visto antes las ultimas noticias de adorni || podemos resumir todo lo sucedido con este tuit del turco garcia || la heladera de adorni mientras tenia 500 mil dolares ahorrados en negro,,,,,,not_found,0.0,none,false,false,blocked_source_not_found,mapping_index=21; subtitles=; auto_subs=
f22__ME_ACUSARON_DE_BRUJA_Y_ME_TUVE_QUE_IR_DEL_PUEBLO_-,f22,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO -,542,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,79,107.7,229,holi holis bellos mios como estan soy yo || la señora elfa y hoy en el video de la fecha vamos a hablar de anecdotas de pueblos || ustedes me mandaron sus anecdotas de pueblo a djforanachorracom,https://www.youtube.com/watch?v=G555f-3hnd8,G555f-3hnd8,ME ACUSARON DE BRUJA Y ME TUVE QUE IR DEL PUEBLO - Anécdotas de pueblo,Martin Cirio,2368,ytsearch_title,82.76,medium,false,true,mapped_medium,"mapping_index=22; subtitles=; auto_subs=aa,ab,af,ak,am"
f23__ME_DEJARON_EN_LA_FRIENDZONE_EL_D_A_DEL_AMIGO,f23,ME DEJARON EN LA FRIENDZONE EL DÍA DEL AMIGO,123,clip_0001|clip_0002|clip_0004|clip_0005|clip_0006,79,104.24,835,como ya vieron en muchos casos a mi me vi enfrianzaneando || me enfrianzano bailey ara laelo como que estamos ahi || mejor amigo nos remontamos al quinto año de la primaria,https://www.youtube.com/watch?v=nZHGzdXgbCI,nZHGzdXgbCI,ME DEJARON EN LA FRIENDZONE EL DÍA DEL AMIGO,Brunenger,604,ytsearch_title,100.0,high,true,true,mapped_high,"mapping_index=23; subtitles=live_chat; auto_subs=aa,ab,af,ak,am"
f24__ME_ROBAN_Y_CASI_ME_MATAN_StoryTime_LUCAS_CASTEL,f24,ME ROBAN Y CASI ME MATAN #StoryTime  LUCAS CASTEL,40,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,117,251.78,266,oh mas vale que me des el telefono todo porque te disparo entendes no amigo no me robes porque compre celular hace poco y la verdad no me gusta que me roben a mi sabes ah bueno tranqui no no te robo me voy al cine mejor || dale gracias che buen finde bienvenidos amigos como estan sean bienvenidos a otro video mas gente estoy muy contento porque el dia de hoy despues de tanto tiempo traigo un story time ya paso || mucho tiempo meses del anterior con la historia que vengo hoy es sobre algo grave no sobre robo seas del pais que seas yo creo que alguna vez estuviste en una situacion peligrosa por ejemplo yo soy de argentina y cuando viajo a otros paises,https://www.youtube.com/watch?v=sJ3XShU8Ihg,sJ3XShU8Ihg,ME ROBAN Y CASI ME MATAN #StoryTime | LUCAS CASTEL,Lucas Castel :D,453,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=24; subtitles=; auto_subs=aa,ab,af,ak,am"
f25__MI_EXPERIENCIA_PARANORMAL_O_-_Preguntas_y_Respuest,f25,MI EXPERIENCIA PARANORMAL O - Preguntas y Respuest,54,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,92,231.39,318,hola a todos que tal yo soy candy copelo y este es el nuevo video de hoy || el video de hoy es de preguntas y respuestas y yo hice como un video en musically para que me pregunten lo que quisieran que yo responda me dieron como 400 || preguntas y yo tuve que elegir 15 de esas entonces gracias a todos por preguntar las preguntas estuvieron super interesantes pero bueno tenia que elegir solo,https://www.youtube.com/watch?v=23MRqkcWStQ,23MRqkcWStQ,MI EXPERIENCIA PARANORMAL :O - Preguntas y Respuestas - Q&A,Cande Copello,611,ytsearch_title,94.12,high,false,false,mapped_high,mapping_index=25; subtitles=; auto_subs=
f26__MI_PRIMER_AMOR_-_Storytime,f26,MI PRIMER AMOR - Storytime,153,clip_0000|clip_0001|clip_0002|clip_0005|clip_0006,79,112.41,224,tengo un tipo de que lo hice con lo pegue con cinta y se me ayude el esfuerzo pero no se la banca || tanto dar hoy bueno gente asi cuando no me siento a grabar un video en el pasado literalmente mas || de seis meses que no me siento grabar un video asi esta muy feo como que me lo podria ordenar un,https://www.youtube.com/watch?v=EEZp2cH-prw,EEZp2cH-prw,MI PRIMER AMOR - Storytime,Marti Benza,808,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=26; subtitles=; auto_subs=aa,ab,af,ak,am"
f27__MICA_SUAREZ_KEVSHO_LULI_GONZALEZ_JAMES_CHARLES,f27,"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES,",331,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,79,131.54,756,hola a todos mi nombre es pablo agustin y si estas suscripto eso esta muy bien y si sos miembro mucho mejor || en el dia de hoy tenemos un video de noticias volvi volvi || he vuelto en forma de fichas juan domingo perdon juan domingo perdon,https://www.youtube.com/watch?v=GhdO9yCVxb8,GhdO9yCVxb8,"MICA SUAREZ, KEVSHO, LULI GONZALEZ, JAMES CHARLES, NATI J, PASO DE TODO CHICOS, ME EXTRAÑARON?",PabloAgustin,2023,ytsearch_title,69.17,medium,false,true,mapped_medium,"mapping_index=27; subtitles=; auto_subs=aa,ab,af,ak,am"
f28__MILITANDO_el_AJUSTE_ESTA_SEMANA_EN_SPRINGFIELD_co,f28,MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,223,clip_0007|clip_0008|clip_0009|clip_0010|clip_0011,80,141.06,684,como les va me doy cuenta que es el segundo jueves consecutivo que vengo de camisa asi que esto se empieza a volver una costumbre || como andas nico bonda que haces amigo todo bien te van a putear hoy esa vez || por que por que te van a putear vos estas nerviosito o no hoy te van a putear no yo estoy tranquilo estoy tranquilo,,,,,,not_found,0.0,none,false,false,blocked_source_not_found,mapping_index=28; subtitles=; auto_subs=
f29__Manipulaci_n_mental_C_mo_tu_CEREBRO_literalmente_c,f29,Manipulación mental Cómo tu CEREBRO literalmente c,291,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,80,115.75,797,buenas yo dije que iba a ser mas constante con los videos quizas no fue una semana exacta || ocho dias pero heme aqui grabando un nuevo episodio y yo no se si no claro no lo ven || porque lo corto pero yo tengo el microfono enchufado a la computadora y el celular aparte,https://www.youtube.com/watch?v=L968oG0ozIM,L968oG0ozIM,Experta en Reprogramación Mental: Cómo ENGAÑAR a tu cerebro para ELIMINAR malos hábitos | Ana Ibañez,A lo Grande Podcast (con Marian Gamboa),5542,ytsearch_title,48.98,low,false,true,needs_review,"mapping_index=29; subtitles=; auto_subs=aa,ab,af,ak,am"
f30__Me_dejaron_PELADA_ah_abajo_-_Storytime,f30,Me dejaron PELADA ahí abajo - Storytime,153,clip_0008|clip_0009|clip_0010|clip_0011|clip_0012,79,118.89,318,en este video les voy a estar contando un par de storytimes que mi amigo me hizo acordar || y me dieron mucha risa y cuando escuche su audio me acorde y me rei fue un momento muy divertido para mi misma asi que lo queria compartir || quiero contar estas anecdotas mias vamos con la primera anecdota,https://www.youtube.com/watch?v=Funne9QNclY,Funne9QNclY,Me dejaron PELADA ahí abajo - Storytime,Luli Gonzalez,871,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=30; subtitles=; auto_subs=aa,ab,af,ak,am"
f31__Me_estafaron,f31,Me estafaron,87,clip_0000|clip_0001|clip_0004|clip_0005|clip_0006,79,228.46,270,hola gente como andan dia 640 mil de cuarentena este pelo yo tengo pensada ponerme un gorro y ocultar esta mierda que tengo aca este budin marmolado pero dije ya || esta algun dia cuando vea estos videos en un futuro me voy a reir y voy a decir ay marty que para la mierda que tenias el pelo esas cosas que venia pegando ahi son las luces led del orto que se vienen cayendo y me las tienen las re pelotas infladas || esta es la historia que les vengo a contar hoy tengo aca mi sanguchito de jamon queso huevo y aceituna,https://www.youtube.com/watch?v=GylXIMyYTtI,GylXIMyYTtI,Esta vez si me estafaron,Jose Miguel Ross,243,ytsearch_title,66.67,low,false,true,needs_review,"mapping_index=31; subtitles=; auto_subs=aa,ab,af,ak,am"
f32__POR_ESTO_ME_FUI_DE_LAS_REDES.,f32,POR ESTO ME FUI DE LAS REDES.,45,clip_0001|clip_0003|clip_0004|clip_0005|clip_0006,84,205.33,282,por que volviste a subir este video a youtube que esta bastante abandonado el canal yo se gente que esta abandonada el canal || que ya estoy desapegado del resultado lo hago || por el momento en que yo empece a subir videos que era por porque si porque sentia la necesidad de hacerlo,https://www.youtube.com/watch?v=m0qw04O0XIY,m0qw04O0XIY,POR ESTO ME FUI DE LAS REDES.,JulianSerrano7,573,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=32; subtitles=; auto_subs=aa,ab,af,ak,am"
f33__POR_QUE_EMPECE_EN_YOUTUBE_Lucas_Spadafora,f33,POR QUE EMPECE EN YOUTUBE  Lucas Spadafora,49,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,79,137.69,477,hola gente como estan soy lucas si el mismo bueno este fin de semana les pedi por mi instagram y por mi twitter que me manden preguntas con el hashtag || lucasespadafueraresponde llegaron mas de 300 preguntas 400 preguntas || no puedo que entren todas las preguntas si le di todas las que pude,https://www.youtube.com/watch?v=W3dfKewSpkc,W3dfKewSpkc,POR QUE EMPECE EN YOUTUBE? || Lucas Spadafora,Lucas Spadafora,431,ytsearch_title,100.0,high,false,false,mapped_high,mapping_index=33; subtitles=; auto_subs=
f34__PRIMERA_VEZ_que_me_ROBARON_AN_CDOTA,f34,PRIMERA VEZ que me ROBARON  ANÉCDOTA,48,clip_0000|clip_0001|clip_0003|clip_0004|clip_0005,88,234.73,265,ey para ya conte todo pero bueno esta es una anecdota que literalmente para mi es la mas bizarra de todas las que me ha pasado en la vida es muy grande esta anecdota yo cuando tenia 13 años iba siempre || al shopping de voto para levantarme guachas para sacar numeros que esto que lo otro pum pam pum yo iba con mi amigo kevin me acuerdo y que pasa en de voto paraban todos || nada eran picantes no entonces como que de voto como que estaban medio como que nadie queria ir a de voto porque estaban esos pibes eran pibes que buscaban problemas no buscaban problemas y yo me acuerdo que yo iba al,https://www.youtube.com/watch?v=IveINHvLLLI,IveINHvLLLI,PRIMERA VEZ que me ROBARON | ANÉCDOTA,Mazzatomas,569,ytsearch_title,100.0,high,false,true,mapped_high,"mapping_index=34; subtitles=; auto_subs=aa,ab,af,ak,am"
f35__PROFESIONES_ARGENTINAS_DIRECTORES_de_CASTING_-_Tel,f35,PROFESIONES ARGENTINAS DIRECTORES de CASTING - Tel,87,clip_0004|clip_0006|clip_0007|clip_0008|clip_0010,81,140.82,270,esta bueno escucharlos llegan hoy a profesiones argentinas los directores de casting || la verdad lo que hacemos es atajarnos y decir si hasta tal fecha no te llamamos es que es no || para mi la tarea mas dificil es decirle a alguien que no quedo,https://www.youtube.com/watch?v=lmqWZUIRdrI,lmqWZUIRdrI,PROFESIONES ARGENTINAS: DIRECTORES de CASTING - Telefe Noticias,Telefe Noticias,782,ytsearch_title,88.89,high,false,true,mapped_high,"mapping_index=35; subtitles=; auto_subs=aa,ab,af,ak,am"
f36__PROFESIONES_ARGENTINAS_FARMAC_UTICOS_-_Telefe_Noti,f36,PROFESIONES ARGENTINAS FARMACÉUTICOS - Telefe Noti,80,clip_0003|clip_0004|clip_0006|clip_0007|clip_0008,81,139.8,245,si cuando el medico no esta a mano es de noche y que recurrimos || recurrimos a ellos llegan a profesiones argentinas los farmaceuticos || las pastillas para la ereccion para pedirte una ayuda en la pastillita azul,https://www.youtube.com/watch?v=i9VHB_aYdH0,i9VHB_aYdH0,PROFESIONES ARGENTINAS: FARMACÉUTICOS - Telefe Noticias,Telefe Noticias,865,ytsearch_title,96.0,high,false,true,mapped_high,"mapping_index=36; subtitles=; auto_subs=aa,ab,af,ak,am"
