dataset_group,source_id,clip_id,split,spk,titulo,source_url,source_video_id,start_time,end_time,mp4_visual_roi_path,npz_path,clip_with_audio_path,existing_text,large_text,turbo_text,clean_gpt_text,selected_training_text,text_source,clean_status,clean_confidence,patch_count,alignment_confidence,asr_status,gpt_status,usable_for_training,usable_for_eval,needs_review,failure_reason,notes
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0013,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,82.72,88.4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0013.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0013.npz,,tengo varios amigos que viven en montreal especialmente en montreal  especialmente durante el verano en montreal,,,,tengo varios amigos que viven en montreal especialmente en montreal  especialmente durante el verano en montreal,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0014,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,88.41,91.17,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0014.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0014.npz,,es espectacular y deberian ir a montreal por favor,,,,es espectacular y deberian ir a montreal por favor,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0015,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,91.18,99.6,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0015.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0015.npz,,bueno les cuento ni bien llegaba al hotel donde me estaba quedando en montreal con mis amigos,,,,bueno les cuento ni bien llegaba al hotel donde me estaba quedando en montreal con mis amigos,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0016,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,99.61,105.33,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0016.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0016.npz,,yo entraba primero mis amigos se quedaron agarraron todas sus valijas y todo,,,,yo entraba primero mis amigos se quedaron agarraron todas sus valijas y todo,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0017,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,105.34,112.48,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0017.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0017.npz,,mientras yo estaba entrando al hotel para subir al lobby y hacer el checkin y todo,,,,mientras yo estaba entrando al hotel para subir al lobby y hacer el checkin y todo,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0018,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,114.57,119.69,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0018.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0018.npz,,entro al ascensor y entran dos personas mas,,,,entro al ascensor y entran dos personas mas,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0019,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,119.7,122.96,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0019.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0019.npz,,dos tipos que se veian como que si fuesen amigos,,,,dos tipos que se veian como que si fuesen amigos,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0020,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,122.97,130.49,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0020.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0020.npz,,hablando en frances nada mas no completamente en frances,,,,hablando en frances nada mas no completamente en frances,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0021,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,130.5,139.94,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0021.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0021.npz,,quebecois de quebec y yo ahi tranquilo solito,,,,quebecois de quebec y yo ahi tranquilo solito,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0022,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,139.95,145.699,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0022.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0022.npz,,no pasaba nada y empece a darme cuenta de que estos pibes estos tipos,,,,no pasaba nada y empece a darme cuenta de que estos pibes estos tipos,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0023,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,145.709,150.089,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0023.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0023.npz,,estaban burlando de mi y me estaba dando cuenta de eso,,,,estaban burlando de mi y me estaba dando cuenta de eso,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0024,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,150.099,154.97,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0024.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0024.npz,,dije para un poco se estan burlando de mi,,,,dije para un poco se estan burlando de mi,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0025,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,154.98,158.39,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0025.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0025.npz,,esto no es justo y mientras yo trataba de entender,,,,esto no es justo y mientras yo trataba de entender,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0026,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,158.4,166.74,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0026.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0026.npz,,no entendia nada me veian se reian de mi,,,,no entendia nada me veian se reian de mi,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0027,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,166.74,170.35,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0027.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0027.npz,,como que uno hizo asi me tocaba,,,,como que uno hizo asi me tocaba,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0028,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,170.36,177.069,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0028.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0028.npz,,no y yo en ese momento dije para que pasa porque escuche la palabra americano,,,,no y yo en ese momento dije para que pasa porque escuche la palabra americano,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0029,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,177.079,184.149,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0029.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0029.npz,,o no se algo asi y dije estos tipos saben y piensan y se estan burlando de mi,,,,o no se algo asi y dije estos tipos saben y piensan y se estan burlando de mi,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0030,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,184.159,193.03,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0030.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0030.npz,,porque soy de estados unidos no y dije les voy a pegar con una noticia,,,,porque soy de estados unidos no y dije les voy a pegar con una noticia,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0031,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,193.04,199.25,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0031.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0031.npz,,y les voy a mentir y ver su reaccion entonces yo,,,,y les voy a mentir y ver su reaccion entonces yo,existing_text,baseline_existing_only,low,0,high,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
argentina/existing,f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15::LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91::clip_0032,test,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,https://www.youtube.com/watch?v=JsJ_cQUy1pM,JsJ_cQUy1pM,202.17,209.17,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0032.mp4,gs://labios-argentos-vsr-dataset/lip_rois/LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91/clip_0032.npz,,de repente como que me tocaban y dije para no entiendo lo que me estas diciendo,,,,de repente como que me tocaban y dije para no entiendo lo que me estas diciendo,existing_text,baseline_existing_only,low,0,medium,pending_reconstruction_or_asr,blocked_no_asr_context,true,true,true,not_processed_before_spot_preemption,
