source_id,spk,titulo,clip_count,current_match_confidence,current_candidate_url,current_candidate_title,current_candidate_channel,failure_reason,example_clip_ids,example_texts,youtube_search_query_1,youtube_search_query_2,youtube_search_query_3,google_search_query,manual_url,manual_confidence,manual_notes
f05__CHARLA_SOBRE_EL_AMOR_Y_EL_DESAMOR,f05,CHARLA SOBRE EL AMOR Y EL DESAMOR,233,high,https://www.youtube.com/watch?v=_GTu8K8a_Jw,CHARLA SOBRE EL AMOR Y EL DESAMOR,Coscu,blocked_alignment_failed=96|baseline_existing_only=26|low_alignment_score_present,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,voy a antereccionar maria del cerro y ahora que hay un monton de gente en el chat les quiero decir algo || la vida aca voy a aparecer un hippie o esas finas que leen el horoscopo || pero la vida posta que se trata de energias,CHARLA SOBRE EL AMOR Y EL DESAMOR,f05 CHARLA SOBRE EL AMOR Y EL DESAMOR,voy a antereccionar maria del cerro y ahora que hay un monton de gente en el chat les quiero decir algo,site:youtube.com CHARLA SOBRE EL AMOR Y EL DESAMOR,,,
f28__MILITANDO_el_AJUSTE_ESTA_SEMANA_EN_SPRINGFIELD_co,f28,MILITANDO el AJUSTE  ESTA SEMANA EN SPRINGFIELD co,223,none,,,,match_confidence=none|blocked_source_not_found=223,clip_0007|clip_0008|clip_0009|clip_0010|clip_0011,como les va me doy cuenta que es el segundo jueves consecutivo que vengo de camisa asi que esto se empieza a volver una costumbre || como andas nico bonda que haces amigo todo bien te van a putear hoy esa vez || por que por que te van a putear vos estas nerviosito o no hoy te van a putear no yo estoy tranquilo estoy tranquilo,MILITANDO el AJUSTE ESTA SEMANA EN SPRINGFIELD co,f28 MILITANDO el AJUSTE ESTA SEMANA EN SPRINGFIELD co,como les va me doy cuenta que es el segundo jueves consecutivo que vengo de camisa asi que esto se empieza a volver una costumbre,site:youtube.com MILITANDO el AJUSTE ESTA SEMANA EN SPRINGFIELD co,,,
f03__AZZARO_REACCI_N_-_RIVER_A_LA_FINAL_LE_GAN_1-0_A,f03,"AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A",221,medium,https://www.youtube.com/watch?v=9k48Da7vkzE,"AZZARO REACCIÓN - RIVER, A LA FINAL: LE GANÓ 1-0 A CENTRAL EN EL MONUMENTAL",AZZ,blocked_alignment_failed=6|baseline_existing_only=20|low_alignment_score_present,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,y river se metio en la final y river que durante todo el semestre estuvimos diciendo || no tiene el plantel que deberia tener esta plagado de pibes || hay jugadores que no estan a la altura que culo que tiene river,"AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A","f03 AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A",y river se metio en la final y river que durante todo el semestre estuvimos diciendo,"site:youtube.com AZZARO REACCIÓN - RIVER, A LA FINAL LE GANÓ 1-0 A",,,
f09__ESTOY_EN_UN_BROTE_PERDON,f09,ESTOY EN UN BROTE PERDON,207,high,https://www.youtube.com/watch?v=FhPgg2-hIDU,ESTOY EN UN BROTE PERDON,PabloAgustin,blocked_alignment_failed=1|baseline_existing_only=3|low_alignment_score_present|spot_vm_terminated,clip_0000|clip_0001|clip_0002|clip_0003|clip_0005,hola a todos mi nombre es pablo agustin y si estas suscripto eso esta muy bien en el dia de hoy yo estoy teniendo un brote yo no me siento un poco bien estoy con un bajon de presion entonces yo tengo que blanquearlo de || entrada porque si no este video no va a ir ni para delante ni para atras || hay que aceptar que en la vida hay crisis o sea la vida es lo bueno y la vida es lo malo bueno etcetera etcetera cosas que ya aprendimos bueno esta bien eso lo hablo con victoria,ESTOY EN UN BROTE PERDON,f09 ESTOY EN UN BROTE PERDON,hola a todos mi nombre es pablo agustin y si estas suscripto eso esta muy bien en el dia de hoy yo estoy teniendo un brote yo no me siento un poco bien estoy con un bajon de presio,site:youtube.com ESTOY EN UN BROTE PERDON,,,
f49__RIVER_GAN_SUFRIENDO_VS_CIUDAD_DE_BOLIVAR_ALIVI,f49,RIVER GANÓ SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVI,199,medium,https://www.youtube.com/watch?v=0LeP3WlYEy0,RIVER GANÓ SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO.. PERO HASTA CUANDO? AL BORDE DEL PAPELÓN..,SantiGrizas19,baseline_existing_only=199|low_alignment_score_present,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,que poquito river que poquito acaba de ganar river 1 a 0 contra ciudad de bolivar por esta primera instancia de la copa argentina || acaba de terminar el partido mama querida eh mama querida que espanto tener que sentarte en el sillon y ver a este river || que otra vez no te transmite nada y que parece ser que cada partido que plantea gallardo que por lo menos juegan estos jugadores es el peor,RIVER GANÓ SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVI,f49 RIVER GANÓ SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVI,que poquito river que poquito acaba de ganar river 1 a 0 contra ciudad de bolivar por esta primera instancia de la copa argentina,site:youtube.com RIVER GANÓ SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVI,,,
f06__Coronavirus_conferencia_completa_de_Alberto_Fern_n,f06,Coronavirus conferencia completa de Alberto Fernán,184,medium,https://www.youtube.com/watch?v=KlGIXhSc1LI,Coronavirus | Resumen: lo que dejó la conferencia de Alberto Fernández,Todo Noticias,blocked_alignment_failed=184|low_alignment_score_present,clip_0001|clip_0002|clip_0003|clip_0004|clip_0005,buenas tardes a todos a todas a ver tuvimos hoy una nueva reunion con el || con el gabinete con la parte del gabinete que esta dedicado al problema del coronavirus || y con los expertos en infectologia y los expertos medicos,Coronavirus conferencia completa de Alberto Fernán,f06 Coronavirus conferencia completa de Alberto Fernán,buenas tardes a todos a todas a ver tuvimos hoy una nueva reunion con el,site:youtube.com Coronavirus conferencia completa de Alberto Fernán,,,
f54__TODOS_ODIAMOS_A_MILEI_PAULA_CHAVEZ_ESTA_PODRIDA,f54,"TODOS ODIAMOS A MILEI, PAULA CHAVEZ ESTA PODRIDA,",184,low,https://www.youtube.com/watch?v=5-o3JGf1taU,"""TODOS ODIAMOS A MILEI"", PAULA CHAVEZ ESTA PODRIDA, EVITTA LUNA LE DIJERON DE TODO, COACHELLA Y MÁS",PabloAgustin,match_confidence=low|blocked_source_not_found=184,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,hola a todos mi nombre es pablo agustin y si estas suscripto eso esta muy bien y si sos miembro mucho mejor y si estas en españa mejor aun porque la semana que viene estoy ahi || entradas en pabloagustin com ar vamos a estar bueno aterrizo en malaga voy a estar tambien en madrid barcelona chequeen las fechas vayan a pabloagustin com ar y saquen sus entradas vengan y apenas aterrizo me voy a || trelew puerto madryn chubut bariloche el sur vamos vamos y bueno y despues de ahi,"TODOS ODIAMOS A MILEI, PAULA CHAVEZ ESTA PODRIDA,","f54 TODOS ODIAMOS A MILEI, PAULA CHAVEZ ESTA PODRIDA,",hola a todos mi nombre es pablo agustin y si estas suscripto eso esta muy bien y si sos miembro mucho mejor y si estas en españa mejor aun porque la semana que viene estoy ahi,"site:youtube.com TODOS ODIAMOS A MILEI, PAULA CHAVEZ ESTA PODRIDA,",,,
f53__TODO_el_COLEGIO_me_HAC_A_BULLYING..._StoryTime_C,f53,TODO el COLEGIO me HACÍA BULLYING... #StoryTime  C,180,high,https://www.youtube.com/watch?v=FuhJNAxGULU,TODO el COLEGIO me HACÍA BULLYING... #StoryTime | Cande Copello,Cande Copello,blocked_alignment_failed=1|baseline_existing_only=179|low_alignment_score_present,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,bueno no se si se va a ver bien o que la verdad es que apa apa || apa me puse la linterna del alcatel hola a todos que tal yo soy kandeco pele y este es el nuevo video || bueno no se si en este video le voy a poner musica porque en realidad no se que ponerle si le pongo musica triste no es la idea del video no quiero que este video sea triste y le quiero,TODO el COLEGIO me HACÍA BULLYING... #StoryTime C,f53 TODO el COLEGIO me HACÍA BULLYING... #StoryTime C,bueno no se si se va a ver bien o que la verdad es que apa apa,site:youtube.com TODO el COLEGIO me HACÍA BULLYING... #StoryTime C,,,
f02__AZZARO_REACCI_N_-_CICLO_TERMINADO_RACING_EMPAT_2-,f02,AZZARO REACCIÓN - CICLO TERMINADO RACING EMPATÓ 2-,165,low,https://www.youtube.com/watch?v=a4ggqJZXnQE,AZZARO REACCIÓN - CICLO TERMINADO: RACING EMPATÓ 2-2 VS CARACAS Y QUEDÓ ELIMINADO EN LA SUDAMERICANA,AZZ,match_confidence=low|blocked_source_not_found=165,clip_0000|clip_0001|clip_0002|clip_0003|clip_0006,es una verguenza absoluta lo que acaba de pasar en la cancha de racing || y la verdad es que cualquier cosa que pueda decir en este video || no no me voy a arrepentir no no me voy a arrepentir bajo ningun concepto,AZZARO REACCIÓN - CICLO TERMINADO RACING EMPATÓ 2-,f02 AZZARO REACCIÓN - CICLO TERMINADO RACING EMPATÓ 2-,es una verguenza absoluta lo que acaba de pasar en la cancha de racing,site:youtube.com AZZARO REACCIÓN - CICLO TERMINADO RACING EMPATÓ 2-,,,
f48__RESPONDO_TODO,f48,RESPONDO TODO 🌶,158,none,https://www.youtube.com/watch?v=BvwlcIkG1WE,MI VIDA EN INGLATERRA - Vlog 8 | Cami Mayan,Cami Mayan,match_confidence=none|blocked_source_not_found=158,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,hola a todos mi nombre es pablo agustin y si estas suscrito eso esta muy bien y si sos miembro mucho mejor y si estas en españa mejor porque estoy ahi || o sea no ahora porque ahora estoy aca pero para cuando este viendo esto estoy ahi viernes sabado voy a estar esto es el miercoles viernes sabado voy a estar en barcelona madrid saques sus entradas pabloagustin com ar en el dia de || hoy les tenemos una programacion especial porque obviamente no soy futurologo no puedo prevenir las noticias que se vengan este miercoles me explico y yo me voy mañana entonces vamos a dejar algo grabadito les,RESPONDO TODO 🌶,f48 RESPONDO TODO 🌶,hola a todos mi nombre es pablo agustin y si estas suscrito eso esta muy bien y si sos miembro mucho mejor y si estas en españa mejor porque estoy ahi,site:youtube.com RESPONDO TODO 🌶,,,
f20__Los_lujos_de_L-Gante_y_qu_aprendi_cuando_estuvo,f20,Los lujos de L-Gante y qué aprendió cuando estuvo,155,medium,https://www.youtube.com/watch?v=46NwYqnl7MQ,Los lujos de L-Gante y qué aprendió cuando estuvo preso | #CasinoResort | EP. 24,Infobae,blocked_alignment_failed=9|baseline_existing_only=146|low_alignment_score_present,clip_0002|clip_0010|clip_0011|clip_0013|clip_0014,le vas a poner un kiosco pero en el que hay 24 horas || claro pero vos pensa que foneticamente que haces elegante || suena medio no tan personal yo digo elegante que lo que cuando pienso en modos digo elegante que lo que se me va a contar,Los lujos de L-Gante y qué aprendió cuando estuvo,f20 Los lujos de L-Gante y qué aprendió cuando estuvo,le vas a poner un kiosco pero en el que hay 24 horas,site:youtube.com Los lujos de L-Gante y qué aprendió cuando estuvo,,,
f26__MI_PRIMER_AMOR_-_Storytime,f26,MI PRIMER AMOR - Storytime,153,high,https://www.youtube.com/watch?v=EEZp2cH-prw,MI PRIMER AMOR - Storytime,Marti Benza,blocked_alignment_failed=60|baseline_existing_only=93|low_alignment_score_present,clip_0000|clip_0001|clip_0002|clip_0005|clip_0006,tengo un tipo de que lo hice con lo pegue con cinta y se me ayude el esfuerzo pero no se la banca || tanto dar hoy bueno gente asi cuando no me siento a grabar un video en el pasado literalmente mas || de seis meses que no me siento grabar un video asi esta muy feo como que me lo podria ordenar un,MI PRIMER AMOR - Storytime,f26 MI PRIMER AMOR - Storytime,tengo un tipo de que lo hice con lo pegue con cinta y se me ayude el esfuerzo pero no se la banca,site:youtube.com MI PRIMER AMOR - Storytime,,,
f30__Me_dejaron_PELADA_ah_abajo_-_Storytime,f30,Me dejaron PELADA ahí abajo - Storytime,153,high,https://www.youtube.com/watch?v=Funne9QNclY,Me dejaron PELADA ahí abajo - Storytime,Luli Gonzalez,blocked_alignment_failed=58|baseline_existing_only=95|low_alignment_score_present,clip_0008|clip_0009|clip_0010|clip_0011|clip_0012,en este video les voy a estar contando un par de storytimes que mi amigo me hizo acordar || y me dieron mucha risa y cuando escuche su audio me acorde y me rei fue un momento muy divertido para mi misma asi que lo queria compartir || quiero contar estas anecdotas mias vamos con la primera anecdota,Me dejaron PELADA ahí abajo - Storytime,f30 Me dejaron PELADA ahí abajo - Storytime,en este video les voy a estar contando un par de storytimes que mi amigo me hizo acordar,site:youtube.com Me dejaron PELADA ahí abajo - Storytime,,,
f23__ME_DEJARON_EN_LA_FRIENDZONE_EL_D_A_DEL_AMIGO,f23,ME DEJARON EN LA FRIENDZONE EL DÍA DEL AMIGO,123,high,https://www.youtube.com/watch?v=nZHGzdXgbCI,ME DEJARON EN LA FRIENDZONE EL DÍA DEL AMIGO,Brunenger,blocked_alignment_failed=9|baseline_existing_only=114|low_alignment_score_present,clip_0001|clip_0002|clip_0004|clip_0005|clip_0006,como ya vieron en muchos casos a mi me vi enfrianzaneando || me enfrianzano bailey ara laelo como que estamos ahi || mejor amigo nos remontamos al quinto año de la primaria,ME DEJARON EN LA FRIENDZONE EL DÍA DEL AMIGO,f23 ME DEJARON EN LA FRIENDZONE EL DÍA DEL AMIGO,como ya vieron en muchos casos a mi me vi enfrianzaneando,site:youtube.com ME DEJARON EN LA FRIENDZONE EL DÍA DEL AMIGO,,,
f15__LE_DIJE_QUE_SOY_ARGENTINO_-_Story_Time_-_CAP_91,f15,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,116,high,https://www.youtube.com/watch?v=JsJ_cQUy1pM,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,Dustin Luke,blocked_alignment_failed=10|baseline_existing_only=106|low_alignment_score_present,clip_0001|clip_0002|clip_0003|clip_0004|clip_0005,ok estamos en vivo acabo de subir un video nuevo a mi canal de youtube sobre el curupi || es un mito paraguayo lo deberian ver || pero bueno creo que estamos con 7 dias seguidos haciendo lives,LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,f15 LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,ok estamos en vivo acabo de subir un video nuevo a mi canal de youtube sobre el curupi,site:youtube.com LE DIJE QUE SOY ARGENTINO - Story Time - CAP 91,,,
f57__me_DETONE_a_una_COMPA_ERA_de_la_FACULTAD_en_el_BA,f57,me DETONE a una COMPAÑERA de la FACULTAD en el BAÑ,115,medium,https://www.youtube.com/watch?v=kB-X6im-pmw,me DETONE a una COMPAÑERA de la FACULTAD en el BAÑO de la MATANZA | ANECDOTA Tomas Mazza,Mazzatomas,blocked_alignment_failed=9|baseline_existing_only=106|low_alignment_score_present,clip_0002|clip_0003|clip_0006|clip_0007|clip_0015,en 2019 amigos pasaron una banda de cosas me quiso coger el profe de masajes me quiso coger el dueño del gimnasio || mi primera alumna de personalizados la conoci en tinder me hizo un video en twitter || cuestion yo estaba saliendo con una mina que era muy linda antes de ir a la facultad y estaba saliendo con la mina que la mina era de ramos,me DETONE a una COMPAÑERA de la FACULTAD en el BAÑ,f57 me DETONE a una COMPAÑERA de la FACULTAD en el BAÑ,en 2019 amigos pasaron una banda de cosas me quiso coger el profe de masajes me quiso coger el dueño del gimnasio,site:youtube.com me DETONE a una COMPAÑERA de la FACULTAD en el BAÑ,,,
f21__MAGNETTO_se_BURLA_de_ADORNI_ESTA_SEMANA_EN_SPRING,f21,MAGNETTO se BURLA de ADORNI  ESTA SEMANA EN SPRING,106,none,,,,match_confidence=none|blocked_source_not_found=106,clip_0002|clip_0003|clip_0004|clip_0005|clip_0006,si alguno llega a este envio semanal sin haber visto antes las ultimas noticias de adorni || podemos resumir todo lo sucedido con este tuit del turco garcia || la heladera de adorni mientras tenia 500 mil dolares ahorrados en negro,MAGNETTO se BURLA de ADORNI ESTA SEMANA EN SPRING,f21 MAGNETTO se BURLA de ADORNI ESTA SEMANA EN SPRING,si alguno llega a este envio semanal sin haber visto antes las ultimas noticias de adorni,site:youtube.com MAGNETTO se BURLA de ADORNI ESTA SEMANA EN SPRING,,,
f60__que_pas_con_Roberto,f60,que pasó con Roberto,104,high,https://www.youtube.com/watch?v=jNwxklp3zAI,que pasó con Roberto?,Mica Suarez,baseline_existing_only=104|low_alignment_score_present,clip_0000|clip_0001|clip_0002|clip_0003|clip_0004,bueno eh hola youtube no se ni como empezar este video estuve pensando mucho tiempo en si hacer este video o no y llegue a la conclusion || de que si lo queria hacer por una razon que bueno se van a dar cuenta mas para el final del video para los que no saben hace mas de un año aproximadamente || tenia un loro que se llamaba roberto hice un par de videos con el pero despues de unos 3 o 4 meses de tenerlo fallecio hasta el dia de hoy sigue habiendo gente que me sigue,que pasó con Roberto,f60 que pasó con Roberto,bueno eh hola youtube no se ni como empezar este video estuve pensando mucho tiempo en si hacer este video o no y llegue a la conclusion,site:youtube.com que pasó con Roberto,,,
f19__Los_COCINEROS_de_TELEVISI_N_revelan_sus_SECRETOS_e,f19,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,99,medium,https://www.youtube.com/watch?v=Vpf_PHhFgiw,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS en Profesiones Argentinas - Telefe Noticias,Telefe Noticias,baseline_existing_only=99|low_alignment_score_present,clip_0004|clip_0005|clip_0007|clip_0008|clip_0009,y tambien mucho rating vamos a escucharlos y a verlos || llegan a profesiones argentinas los cocineros de la tele || como se hace la comida no todos los cocineros de la tele saben cocinar muchas veces pasa que das bien en camara,Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,f19 Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,y tambien mucho rating vamos a escucharlos y a verlos,site:youtube.com Los COCINEROS de TELEVISIÓN revelan sus SECRETOS e,,,
