dataset_group,source_id,clip_id,split,spk,titulo,source_url,source_video_id,start_time,end_time,mp4_visual_roi_path,npz_path,clip_with_audio_path,existing_text,large_text,turbo_text,clean_gpt_text,selected_training_text,text_source,clean_status,clean_confidence,patch_count,alignment_confidence,asr_status,gpt_status,usable_for_training,usable_for_eval,needs_review,failure_reason,notes
argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0010,train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,97.38,99.35,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0010.mp4,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0010.npz,,bueno si esta bien yo siempre que digo algo lo cumplo,,,,bueno si esta bien yo siempre que digo algo lo cumplo,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0011,train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,99.36,106.58,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0011.mp4,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0011.npz,,lo miro a amilcar y bueno nos vamos a brasil bueno nos vamos a brasil ya arranco como la mierda estabamos en los de amilcar claro cuando vimos todo eso todo empezo,,,,lo miro a amilcar y bueno nos vamos a brasil bueno nos vamos a brasil ya arranco como la mierda estabamos en los de amilcar claro cuando vimos todo eso todo empezo,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0012,train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,106.59,111.77,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0012.mp4,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0012.npz,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0012.mp4,empezamos a buscar pasaje empezamos a buscar pasaje que si que no vamos a brasil que no vamos a brasil que esto que lo otro bueno no vamos a brasil,"buscar pasaje. Empezamos a buscar pasaje, que sí, que nos vamos a Brasil, que nos vamos a Brasil, que tengo que ir a otro vuelo, nos vamos a Brasil. Bueno,","Buscar pasaje. Empezamos a buscar pasaje, que sí, que no vamos a Brasil, que no vamos a Brasil, que tengo que ir a otro vuelo, no vamos a Brasil. Bueno,","buscar pasaje. Empezamos a buscar pasaje, que sí, que nos vamos a Brasil, que nos vamos a Brasil, que esto, que lo otro, nos vamos a Brasil. Bueno,","buscar pasaje. Empezamos a buscar pasaje, que sí, que nos vamos a Brasil, que nos vamos a Brasil, que esto, que lo otro, nos vamos a Brasil. Bueno,",clean_gpt_v1,completed_clean_gpt,medium,1,medium,completed_large_turbo,completed_clean_gpt,true,false,false,,gpt_cleaning_applied
argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0013,train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,111.78,119.63,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0013.mp4,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0013.npz,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0013.mp4,bueno empezamos a sacar cuentas no vamos a comprar el aereo bueno cuando digo no ya esta todo agotado no hay nada no hay nada para para para irnos,"empezamos a sacar cuentas, no vamos a comprar el aéreo bueno, cuando digo no, ya está todo agotado, no hay nada no hay nada para...",empezamos a sacar cuenta no vamos a comprar el aéreo bueno cuando digo no ya está todo agotado no hay nada no hay nada para para,"empezamos a sacar cuentas, no vamos a comprar el aéreo bueno, cuando digo no, ya está todo agotado, no hay nada no hay nada para...","empezamos a sacar cuentas, no vamos a comprar el aéreo bueno, cuando digo no, ya está todo agotado, no hay nada no hay nada para...",clean_gpt_v1,completed_clean_gpt,medium,0,medium,completed_large_turbo,completed_clean_gpt,true,false,false,,gpt_cleaning_applied
argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0014,train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,119.64,127.19,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0014.mp4,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0014.npz,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0014.mp4,aparece la hermana de amilcar y dice encontre un vuelo nos manda el link yo como un pelotudo agarro ni mire,para irnos. Aparece la hermana de Amilcar y dice encontré un vuelo nos manda el link yo como un pelotudo agarro,para irnos aparece la hermana de Amilcar y dice encontré un vuelo nos manda el link yo como un pelotudo agarro,para irnos. Aparece la hermana de Amilcar y dice encontré un vuelo nos manda el link yo como un pelotudo agarro,para irnos. Aparece la hermana de Amilcar y dice encontré un vuelo nos manda el link yo como un pelotudo agarro,clean_gpt_v1,completed_clean_gpt,medium,0,medium,completed_large_turbo,completed_clean_gpt,true,false,false,,gpt_cleaning_applied
argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0015,train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,127.2,135.86,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0015.mp4,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0015.npz,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0015.mp4,ponele que el partido era miercoles 24 y el lunes podiamos volar entonces era el lunes 22,ponele que el partido era miércoles 24 y el lunes podíamos volar entonces era el lunes 22 martes,"mire, ponele que el partido era miércoles 24 y el lunes podíamos volar entonces era el lunes 22 lunes 22, martes 22",ponele que el partido era miércoles 24 y el lunes podíamos volar entonces era el lunes 22 martes,ponele que el partido era miércoles 24 y el lunes podíamos volar entonces era el lunes 22 martes,clean_gpt_v1,completed_clean_gpt,medium,0,medium,completed_large_turbo,completed_clean_gpt,true,false,false,,gpt_cleaning_applied
argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0016,train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,135.87,142.1,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0016.mp4,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0016.npz,,lunes 22 martes 23 martes 23 miercoles 24 lunes 22 entonces buscamos para sacar el lunes 22 miro asi lunes 22 voy compro el pasaje,,,,lunes 22 martes 23 martes 23 miercoles 24 lunes 22 entonces buscamos para sacar el lunes 22 miro asi lunes 22 voy compro el pasaje,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0017,train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,142.11,147.65,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0017.mp4,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0017.npz,,pum termino el pasaje era ponele nosotros estabamos jugando el mundial no me acuerdo fue en junio ponele,,,,pum termino el pasaje era ponele nosotros estabamos jugando el mundial no me acuerdo fue en junio ponele,existing_text,baseline_existing_only,low,0,low,pending_reconstruction_or_asr,blocked_no_asr_context,true,false,true,not_processed_before_spot_preemption,
argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0018,train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,,,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0018.mp4,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0018.npz,,el pasaje era el lunes 22 de octubre,,,,el pasaje era el lunes 22 de octubre,existing_text,blocked_alignment_failed,low,0,none,blocked_alignment_failed,blocked_no_asr_context,true,false,true,blocked_alignment_failed,
argentina/existing,f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1,f01::ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1::clip_0019,train,f01,ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1,https://www.youtube.com/watch?v=PyOSsNLEg4I,PyOSsNLEg4I,147.66,155.27,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0019.mp4,gs://labios-argentos-vsr-dataset/lip_rois/ANÉCDOTA VIAJE MUNDIAL BRASIL 2014  parte 1/clip_0019.npz,gs://labios-argentos-vsr-clean-v1/argentina/existing/clips_with_audio/f01__AN_CDOTA_VIAJE_MUNDIAL_BRASIL_2014_parte_1/clip_0019.mp4,cuando me llega la notificacion de que compre un pasaje boludo compre un pasaje en octubre,"El lunes 22 de octubre. Cuando me llega la notificación de que compré un pasaje. Boludo, compré un pasaje en octubre.","El lunes 22 de octubre. Cuando me llega la notificación de que compré un pasaje. Boludo, compré un pasaje en octubre.","El lunes 22 de octubre. Cuando me llega la notificación de que compré un pasaje. Boludo, compré un pasaje en octubre.","El lunes 22 de octubre. Cuando me llega la notificación de que compré un pasaje. Boludo, compré un pasaje en octubre.",clean_gpt_v1,completed_clean_gpt,high,0,medium,completed_large_turbo,completed_clean_gpt,true,false,false,,gpt_cleaning_applied
